ward,poi,fclass,distance_m,population,flow_score
Igu,Trademore Market,market_place,54246.61715041229,4311.92919921875,19.0007599918329
Igu,NAFOWA Mini Market,market_place,54612.15104609154,4311.92919921875,18.318758479598227
Igu,Nigerian Air Force (NAF) Hospital,hospital,55883.08171981424,4311.92919921875,16.13244595893511
Igu,Air Force Girls Comprehensive School,school,52763.284562237175,4311.92919921875,22.0389697085082
Igu,Junior Secondary School Galadimawa,school,41010.27878444076,4311.92919921875,71.386788308922
Igu,Premiere Academy (School Number 1),school,46331.918116431705,4311.92919921875,41.9277911921545
Igu,Nabel International College,school,40818.03331637899,4311.92919921875,72.77244358347123
Igu,Faith Field Academy,school,40619.396722019694,4311.92919921875,74.2324228804957
Igu,Customary Court Galadimawa,courthouse,40520.06001290135,4311.92919921875,74.97349804481703
Igu,courthouse_927088399,courthouse,40520.06001290135,4311.92919921875,74.97349804481703
Igu,Destiny Christian Academy,school,40491.14676145403,4311.92919921875,75.19058448741498
Igu,Novare Gateway,mall,40798.52829593899,4311.92919921875,72.91452490333486
Igu,Amac Primary Health Care Galadimawa,clinic,40280.4093923974,4311.92919921875,76.79194514571896
Igu,Green Access Pharmacy Ltd.,pharmacy,45844.31291253744,4311.92919921875,44.02287572797611
Igu,community_centre_1005847354,community_centre,40138.18011453656,4311.92919921875,77.89195557702676
Igu,Chief Palace Galadimawa,community_centre,39994.451667861416,4311.92919921875,79.019568647471
Igu,LEA Primary School Galadimawa,school,39943.26302399346,4311.92919921875,79.4250961378998
Igu,African univeristy of science and technology,school,40063.47099406346,4311.92919921875,78.47605870108491
Igu,Africa University of Science and Technology,university,39582.87415404219,4311.92919921875,82.33969215040877
Igu,Baze university,university,39324.97536087982,4311.92919921875,84.49084259974734
Igu,Baze university,university,38737.488852881135,4311.92919921875,89.60326935835943
Igu,"LEA Primary, Junior and Senior Secondary School Kuchigoro",school,36899.76395949672,4311.92919921875,107.68004642427915
Igu,"FEDERAL MEDICAL CENTER, JABI",hospital,38048.08885228256,4311.92919921875,95.99842717593413
Igu,Chief Palace Kuchingoro,community_centre,36921.68528527504,4311.92919921875,107.44425602286343
Igu,ECWA Bethel School,school,36971.86894612234,4311.92919921875,106.9064120900694
Igu,Women Center Kuchigoro,community_centre,36914.58941668809,4311.92919921875,107.52052411119591
Igu,MJ Salasi International School,school,36759.066921594196,4311.92919921875,109.20578092884656
Igu,National Open University of Nigeria,university,37093.976271907566,4311.92919921875,105.60894411953157
Igu,International Community School,school,33614.4263247382,4311.92919921875,149.56006137870796
Igu,Nizamiye Hospital,hospital,36954.19685293525,4311.92919921875,107.09550513202568
Igu,Art & Craft Market,market_place,33869.10267873473,4311.92919921875,145.79921348837064
Igu,park_472382164,park,33362.894038909195,4311.92919921875,153.36969117819856
Igu,park_498323521,park,33105.13826399774,4311.92919921875,157.37427201854524
Igu,park_498323520,park,33173.60320741395,4311.92919921875,156.30048997142012
Igu,Arewa Specialist Hospital,hospital,32836.53156035503,4311.92919921875,161.65873463339457
Igu,Windsor Locks School,school,33712.445651168215,4311.92919921875,148.10124502081024
Igu,Hilltop Park,park,35176.56893811479,4311.92919921875,127.93007162002351
Igu,mall_424362497,mall,31061.21119703477,4311.92919921875,193.06358165413988
Igu,Gwarinpa General Hospital,hospital,34553.228760584905,4311.92919921875,136.1582506403986
Igu,Bakan Gizo Pharmacy & Stores,supermarket,32468.95339710218,4311.92919921875,167.71151877590884
Igu,Peace Care Clinic,hospital,33913.65712451578,4311.92919921875,145.1510581554337
Igu,St Jude Women`s Clinic,hospital,33983.84886050475,4311.92919921875,144.13578503774585
Igu,Park 24,park,35287.35037171088,4311.92919921875,126.52066516411546
Igu,Big Ideas Supermarket and Pharmacy,supermarket,31692.596532650656,4311.92919921875,181.25067895978623
Igu,"LEA Primary and Secondary School, Galadinma",school,31533.67667842443,4311.92919921875,184.15412173642255
Igu,St Raphael Children`s Hospital,hospital,31205.602037363165,4311.92919921875,190.2959494960833
Igu,Cok Best Mall,mall,32019.356502376875,4311.92919921875,175.4238494967722
Igu,park_843331857,park,47903.67582166258,4311.92919921875,35.82955497606026
Igu,park_843331826,park,47919.65290788276,4311.92919921875,35.77235549337292
Igu,park_843331824,park,47903.67582166258,4311.92919921875,35.82955497606026
Igu,park_843331762,park,47890.46051344453,4311.92919921875,35.876936138230064
Igu,park_843331828,park,47727.50997280329,4311.92919921875,36.466341909755094
Igu,park_843331827,park,47806.01063144562,4311.92919921875,36.18119938203685
Igu,park_843331770,park,47673.37450310932,4311.92919921875,36.664289480292105
Igu,park_843331791,park,47673.37450310932,4311.92919921875,36.664289480292105
Igu,park_843331829,park,47727.50997280329,4311.92919921875,36.466341909755094
Igu,park_843331764,park,47890.46051344453,4311.92919921875,35.876936138230064
Igu,embassy_564467215,embassy,34339.62416773742,4311.92919921875,139.09793817419478
Igu,High Commission of Ghana,embassy,34064.66944771653,4311.92919921875,142.97556595405044
Igu,sports_centre_12218109,sports_centre,33946.78000591256,4311.92919921875,144.67107139311176
Igu,Sportfield,park,33946.78000591256,4311.92919921875,144.67107139311176
Igu,High Commission of Canada,embassy,34212.45646974703,4311.92919921875,140.87810965880894
Igu,H-Medix,mall,33302.5332977066,4311.92919921875,154.29824158223624
Igu,Asokoro District Hospital,hospital,33772.29697870343,4311.92919921875,147.21748675183028
Igu,"Asokor District Hospital, ASOKORO",hospital,33478.46165793074,4311.92919921875,151.6074367652397
Igu,High Commission of India in Abuja,embassy,34599.123571929566,4311.92919921875,135.5347867001307
Igu,Embassy of France,embassy,34294.65323177947,4311.92919921875,139.72488327995288
Igu,High Commission of South Africa in Abuja,embassy,33853.68886529724,4311.92919921875,146.0241189639984
Igu,RUSSIAN EMBASSY,embassy,33237.78763849889,4311.92919921875,155.30049680135284
Igu,Embassy of the Russian Federation,embassy,33237.78763849889,4311.92919921875,155.30049680135284
Igu,park_681586237,park,32045.02163656605,4311.92919921875,174.97419909675352
Igu,Divine Mercy Secondary School,school,32345.83595486991,4311.92919921875,169.78910319925555
Igu,National Defence College,college,33613.48509996137,4311.92919921875,149.57413900474748
Igu,Grand Square,mall,32641.425010524275,4311.92919921875,164.84377248153928
Igu,Ceddi Plaza,mall,31981.295963125172,4311.92919921875,176.09279434026112
Igu,All Saints' School,school,31426.768967223954,4311.92919921875,186.13343263091662
Igu,Zuma,mall,29766.606910563845,4311.92919921875,219.7476850242165
Igu,Intercontinental Plaza,mall,30723.459417088492,4311.92919921875,199.69570866230305
Igu,hospital_12167605,hospital,30427.317370511904,4311.92919921875,205.69797577133795
Igu,Wuse General Hospital,hospital,30427.317370511904,4311.92919921875,205.69797577133795
Igu,Embassy of Israel,embassy,32650.602118479066,4311.92919921875,164.69256296588026
Igu,sports_centre_188746993,sports_centre,32204.79677226239,4311.92919921875,172.20076177281103
Igu,courthouse_2838256,courthouse,31242.097453029324,4311.92919921875,189.6027222686627
Igu,park_12181852,park,31701.97995477701,4311.92919921875,181.08068356604954
Igu,Novare Central Mall,mall,30107.30605217521,4311.92919921875,212.38700117635747
Igu,Prince Ebeano Supermarket,supermarket,30511.24739485368,4311.92919921875,203.97877687229843
Igu,Central Park,park,31701.97995477701,4311.92919921875,181.08068356604954
Igu,Durban Street Neighbourhood Park,park,30156.192880973904,4311.92919921875,211.35124229098338
Igu,Febson Mall,mall,30104.817221223475,4311.92919921875,212.43986728905276
Igu,Wuse Shopping Plaza,mall,30075.419617668093,4311.92919921875,213.0653084619957
Igu,Wuse Shopping Plaza,mall,30075.419617668093,4311.92919921875,213.0653084619957
Igu,Wuse Shopping Plaza,mall,30238.882376374055,4311.92919921875,209.61079528448366
Igu,park_12234438,park,29611.05156317307,4311.92919921875,223.19270285272498
Igu,Berger Park Wuse,park,29706.45471335759,4311.92919921875,221.07349916677992
Igu,Silverbird Cinema & Shopping Centre,mall,31427.554805232103,4311.92919921875,186.11880613303217
Igu,Harrow Park,park,29821.755070383795,4311.92919921875,218.53915245913407
Igu,Chocolate Mall,mall,29865.36622564746,4311.92919921875,217.58815318435714
Igu,Limi Children`s Hospital,hospital,29699.700542980354,4311.92919921875,221.2228664116191
Igu,park_896977881,park,30683.62093619239,4311.92919921875,200.49285282609537
Igu,Millennium Park,park,31046.10762131789,4311.92919921875,193.35539701380378
Igu,Embassy of Mexico,embassy,28771.00719183277,4311.92919921875,242.75190963028072
Igu,Embassy of Indonesia,embassy,28615.64005513794,4311.92919921875,246.55292774782697
Igu,Wuse Market,market_place,29500.84454276032,4311.92919921875,225.66604709012998
Igu,Eden Park & Garden,park,30755.49075530517,4311.92919921875,199.0570799365114
Igu,Childcare and Wellness Clinic,hospital,30508.54644185147,4311.92919921875,204.0338780222222
Igu,Christian Community School,school,29099.842130746823,4311.92919921875,234.89919857854647
Igu,Schatz Park,park,29728.626615105662,4311.92919921875,220.5838801663135
Igu,H-Medix,supermarket,29865.104896824014,4311.92919921875,217.59383946426303
Igu,4U Supermarket,supermarket,30065.089336718145,4311.92919921875,213.2855246368698
Igu,Unity Fountain,park,28918.496208454824,4311.92919921875,239.19785918295185
Igu,Shagari Park,park,28918.496208454824,4311.92919921875,239.19785918295185
Igu,Discovery Mall,mall,29103.749699990687,4311.92919921875,234.80742802132715
Igu,public_building_217303273,public_building,28715.764009538427,4311.92919921875,244.09665942284641
Igu,Embassy of Spain,embassy,28512.169584492232,4311.92919921875,249.11726628246694
Igu,Embassy of Japan,embassy,28446.138645858544,4311.92919921875,250.7676538100734
Igu,mall_1087204142,mall,29282.787718424,4311.92919921875,230.64089207234284
Igu,Apostolic Nunciature,embassy,28023.68807822584,4311.92919921875,261.5882977354451
Igu,Federal Road Maintenance Agency (FERMA),public_building,28073.84006772587,4311.92919921875,260.2796646498656
Igu,park_12195280,park,29069.49429748593,4311.92919921875,235.61314954499676
Igu,Ambassade de Suisse,embassy,28695.362010967634,4311.92919921875,244.59517375402942
Igu,Nigeria National Merit Award,public_building,28118.73318801847,4311.92919921875,259.11380692797866
Igu,National Universities Commission,public_building,28118.73318801847,4311.92919921875,259.11380692797866
Igu,Chinese Economic Consulate,embassy,27834.268232231647,4311.92919921875,266.5905257402385
Igu,DIFF Hospital,hospital,29486.70438040827,4311.92919921875,225.98536825389948
Igu,Embassy of Iran,embassy,28820.204606442094,4311.92919921875,241.5605659501258
Igu,Embassy of Lebanon,embassy,28216.81861894386,4311.92919921875,256.58470168229326
Igu,Embassy of the Republic of Korea in Abuja,embassy,27855.496443454595,4311.92919921875,266.0252019940846
Igu,park_12195290,park,27936.60527222682,4311.92919921875,263.87622955130354
Igu,embassy_793899711,embassy,27232.523692127925,4311.92919921875,283.1249511688041
Igu,Druz Resort,park,27936.60527222682,4311.92919921875,263.87622955130354
Igu,Pyakasa Government Science Secondary School,school,27374.94603038099,4311.92919921875,279.1211982818264
Igu,FCT Farmers Market,market_place,27145.850642797355,4311.92919921875,285.58954672656336
Igu,FCT Farmers Market,market_place,27145.850642797355,4311.92919921875,285.58954672656336
Igu,Embassy of Venezuela,embassy,27145.850642797355,4311.92919921875,285.58954672656336
Igu,Maitama Amusement Park,park,28038.523371829953,4311.92919921875,261.2005115326453
Igu,library_899488909,library,27767.77420654831,4311.92919921875,268.3691001421524
Igu,The Springhall School,school,27143.365383136977,4311.92919921875,285.6605319650259
Igu,The Springhall School,school,27143.365383136977,4311.92919921875,285.6605319650259
Igu,Embassy of the United Arab Emirates in Abuja,embassy,26937.71536247056,4311.92919921875,291.59596329142255
Igu,Residence of the U.S. Ambassador,embassy,27195.72259363464,4311.92919921875,284.1688016543274
Igu,Residence of the British High Commissioner,embassy,26449.20293634621,4311.92919921875,306.1944627659063
Igu,The Centagon International School,school,26551.90354196849,4311.92919921875,303.06591975091726
Igu,High Commission of India,embassy,26344.081407529902,4311.92919921875,309.4302032722874
Igu,Embassy of the Republic of Benin,embassy,26287.710402006927,4311.92919921875,311.1794180598238
Igu,Embassy of Tunisia,embassy,26839.273940916126,4311.92919921875,294.4806507471824
Igu,Landmark Plaza,mall,26683.071667931526,4311.92919921875,299.1166186218134
Igu,Landmark Plaza,mall,26497.10806679864,4311.92919921875,304.73114202467497
Igu,Embassy of Portugal,embassy,26408.476233704845,4311.92919921875,307.4440346694404
Igu,Embassy of Indonesia,embassy,26103.140822724064,4311.92919921875,316.9761741699548
Igu,embassy_902610366,embassy,26368.480653937528,4311.92919921875,308.67613720101537
Igu,Embassy of the Federal Republic of Germany in Abuja,embassy,25892.08777860533,4311.92919921875,323.73714806113327
Igu,Abuja Clinics Nigeria,hospital,26036.324558116856,4311.92919921875,319.1011819109279
Igu,Embassy of the Philippines,embassy,26072.60474921894,4311.92919921875,317.9455742757162
Igu,Embassy of the Republic of Poland,embassy,25804.361135467418,4311.92919921875,326.5896792421013
Igu,High Commission of Botswana in Abuja,embassy,26119.952612897392,4311.92919921875,316.4437281708738
Igu,Embassy of Hungary,embassy,25918.83537260021,4311.92919921875,322.87238611203566
Igu,Park 'N' Shop,mall,28380.019872202553,4311.92919921875,252.43119228010895
Igu,Migration Health Assessment Center - Abuja,hospital,28122.622820200588,4311.92919921875,259.01304078618466
Igu,TEENEE TODDS DAY NURSERY,school,25122.589471135045,4311.92919921875,349.6322003710462
Igu,Kubwa General Hospital,hospital,28644.093994432355,4311.92919921875,245.85238467707632
Igu,park_539327740,park,22421.662493509208,4311.92919921875,458.0482113941512
Igu,Veritas University Abuja,university,8281.846158758573,4311.92919921875,1883.6300601085927
Igu,pitch_563948803,pitch,35105.44966340384,4311.92919921875,128.84314401452013
Igu,Stella Maris Football Pitch,pitch,35035.62927125484,4311.92919921875,129.74587969930053
Igu,pitch_674658120,pitch,35803.386420760275,4311.92919921875,120.15734003382494
Igu,pitch_674658116,pitch,35803.386420760275,4311.92919921875,120.15734003382494
Igu,pitch_1320040590,pitch,32757.05563826078,4311.92919921875,162.94865140990572
Igu,pitch_1087154450,pitch,27471.3834364195,4311.92919921875,276.4423636032641
Igu,pitch_634881009,pitch,34006.30633265763,4311.92919921875,143.8124556937504
Igu,pitch_499970216,pitch,30897.56786041467,4311.92919921875,196.24893049416244
Igu,pitch_1242528088,pitch,56514.46115099474,4311.92919921875,15.145365504741095
Igu,pitch_674658118,pitch,35803.386420760275,4311.92919921875,120.15734003382494
Igu,pitch_421795425,pitch,35618.44634651378,4311.92919921875,122.40020664176107
Igu,pitch_674658107,pitch,35803.386420760275,4311.92919921875,120.15734003382494
Igu,pitch_674658140,pitch,37706.87546625441,4311.92919921875,99.33054692491739
Igu,pitch_886275258,pitch,37490.66169766362,4311.92919921875,101.50159607260902
Igu,pitch_897206062,pitch,31709.98847798295,4311.92919921875,180.93572273425792
Igu,pitch_564086181,pitch,29282.445814713996,4311.92919921875,230.6487779048196
Igu,pitch_674658136,pitch,36685.060500527296,4311.92919921875,110.01697179374486
Igu,pitch_688023838,pitch,34109.804223302075,4311.92919921875,142.3317030690725
Igu,pitch_674658139,pitch,37706.87546625441,4311.92919921875,99.33054692491739
Igu,pitch_793899698,pitch,33696.56393859886,4311.92919921875,148.3366420371781
Igu,pitch_674658121,pitch,35803.386420760275,4311.92919921875,120.15734003382494
Igu,pitch_674658126,pitch,35803.386420760275,4311.92919921875,120.15734003382494
Igu,pitch_674658088,pitch,36685.060500527296,4311.92919921875,110.01697179374486
Igu,pitch_674658125,pitch,35803.386420760275,4311.92919921875,120.15734003382494
Igu,pitch_1087155722,pitch,29470.376395918312,4311.92919921875,226.35465821867615
Igu,pitch_1242528087,pitch,53665.731357187,4311.92919921875,20.137173951464895
Igu,pitch_1004291981,pitch,22582.829886958538,4311.92919921875,450.7251383066745
Igu,pitch_999889093,pitch,30156.192880973904,4311.92919921875,211.35124229098338
Igu,pitch_999889094,pitch,30156.192880973904,4311.92919921875,211.35124229098338
Igu,pitch_1101544595,pitch,62680.62183421572,4311.92919921875,8.174981955938954
Igu,pitch_674658124,pitch,35803.386420760275,4311.92919921875,120.15734003382494
Igu,pitch_895642067,pitch,25915.119464711017,4311.92919921875,322.9923848105361
Igu,pitch_887859754,pitch,38995.321400813555,4311.92919921875,87.32253416924519
Igu,pitch_674658131,pitch,37706.87546625441,4311.92919921875,99.33054692491739
Igu,pitch_688023839,pitch,34109.804223302075,4311.92919921875,142.3317030690725
Igu,pitch_564052809,pitch,27971.809607014166,4311.92919921875,262.94890409007866
Igu,pitch_421795427,pitch,35618.44634651378,4311.92919921875,122.40020664176107
Igu,pitch_914231300,pitch,35186.93201109045,4311.92919921875,127.79756542365321
Igu,pitch_1320040376,pitch,32757.05563826078,4311.92919921875,162.94865140990572
Igu,pitch_1154804436,pitch,36899.76395949672,4311.92919921875,107.68004642427915
Igu,pitch_674658114,pitch,35803.386420760275,4311.92919921875,120.15734003382494
Igu,pitch_421795423,pitch,35618.44634651378,4311.92919921875,122.40020664176107
Igu,Multifunctional Pitch,pitch,46349.28299030891,4311.92919921875,41.85504728926855
Igu,pitch_263616198,pitch,31636.575235140597,4311.92919921875,182.26891827212773
Igu,pitch_674658117,pitch,35803.386420760275,4311.92919921875,120.15734003382494
Igu,pitch_1091018722,pitch,27036.34556439229,4311.92919921875,288.7340830091025
Igu,pitch_793911112,pitch,33082.233671255046,4311.92919921875,157.73514450351897
Igu,pitch_886655690,pitch,37031.50790429529,4311.92919921875,106.27073083870239
Igu,pitch_674658108,pitch,35803.386420760275,4311.92919921875,120.15734003382494
Igu,pitch_993486534,pitch,39878.90047466458,4311.92919921875,79.93794494713985
Toto,University of Abuja,university,80743.0412578552,345.7554626464844,0.10768205209148804
Toto,University of Abuja Teaching Hospital,hospital,69269.2610620418,345.7554626464844,0.3391901764664585
Toto,Kuje Stadium,stadium,63223.109212438285,345.7554626464844,0.6209037807951072
Toto,Talek Hospital,hospital,88962.8463526011,345.7554626464844,0.04733274851564096
Toto,park_813356568,park,93629.49779983287,345.7554626464844,0.029681895144265613
Toto,park_813356569,park,93629.49779983287,345.7554626464844,0.029681895144265613
Toto,park_808298029,park,116798.70659087354,345.7554626464844,0.0029259417355174773
Toto,park_843331799,park,93238.00743270003,345.7554626464844,0.03086695843705032
Toto,park_843331763,park,93057.43550854603,345.7554626464844,0.0314293917457944
Toto,park_843331796,park,93212.08146623129,345.7554626464844,0.030947087836717003
Toto,park_843331795,park,93212.08146623129,345.7554626464844,0.030947087836717003
Toto,park_843331774,park,93122.88209967855,345.7554626464844,0.031224368725375394
Toto,park_843331830,park,93219.93053796426,345.7554626464844,0.030922806775917334
Toto,park_843331790,park,93117.99593748458,345.7554626464844,0.03123962918632583
Toto,park_843331798,park,93275.07377508817,345.7554626464844,0.030752757693005166
Toto,Secondary School  Sheretti,school,90351.30018926719,345.7554626464844,0.04119665360540241
Toto,Customary Court Kabusa,courthouse,90886.54451118188,345.7554626464844,0.03904959862311125
Toto,Kabusa Area Court,courthouse,92557.12315782928,345.7554626464844,0.033041843167254295
Toto,Kabusa Community Secondary School,school,91461.70747418226,345.7554626464844,0.03686698007061868
Toto,Waru Health Centre,clinic,96721.09017356578,345.7554626464844,0.021788406827930262
Toto,Waru Health Centre,clinic,96938.41176928274,345.7554626464844,0.021320005811569637
Toto,Waru Health Centre,clinic,96938.41176928274,345.7554626464844,0.021320005811569637
Toto,Novare Apo,mall,99591.36535035833,345.7554626464844,0.01635200490161816
Toto,CedarCrest Abuja Hospital,hospital,99075.4395841424,345.7554626464844,0.01721778894586593
Toto,school_543230327,school,105437.83014327889,345.7554626464844,0.009113018854558563
Toto,Government Secondary School,school,99248.49886244842,345.7554626464844,0.01692238264571419
Toto,Sahad Hospitals,hospital,99644.59487994217,345.7554626464844,0.016265195195712862
Toto,Victory Academy,school,91358.13914644562,345.7554626464844,0.03725078931140577
Toto,school_1156364262,school,91592.3001372919,345.7554626464844,0.036388654448598
Toto,Chief Palace Kabusa,community_centre,91578.75423694868,345.7554626464844,0.036437979557384544
Toto,Eternal Love School,school,91730.137946346,345.7554626464844,0.03589052216810685
Toto,Faplins Estate Mall,mall,92822.19094123713,345.7554626464844,0.03217751622224135
Toto,Sunflower Mall,mall,95315.39520151119,345.7554626464844,0.02507691065776267
Toto,Prince Ebeano Supermarket,supermarket,94940.3090087982,345.7554626464844,0.02603537389962222
Toto,"Faithful International Academy, Creche, Nursery & Primary",school,89700.33662318421,345.7554626464844,0.043967617035783016
Toto,Excel Christabel Nursery and Primary School,school,89700.33662318421,345.7554626464844,0.043967617035783016
Toto,Gudu Market,market_place,97113.30734984178,345.7554626464844,0.020950370136582845
Toto,MKK Plaza,mall,96867.03010999817,345.7554626464844,0.021472736008883782
Toto,Prixair Supermarket,supermarket,96760.15699868691,345.7554626464844,0.021703452492865295
Toto,Kaura Modern Market,market_place,95536.81799035912,345.7554626464844,0.024527752946599354
Toto,Anglican Girls Grammar School,school,97701.30793418313,345.7554626464844,0.019754004995971436
Toto,Dabo Mall,mall,99728.87854207151,345.7554626464844,0.01612868227265817
Toto,Embassy of Burundi,embassy,103591.21546367444,345.7554626464844,0.010961240971602476
Toto,Embassy of Norway,embassy,103740.12082827723,345.7554626464844,0.010799231411391164
Toto,Embassy of Finland,embassy,103802.43982243544,345.7554626464844,0.010732140955085054
Toto,Barbieplace Supermarket,supermarket,97620.35181454523,345.7554626464844,0.019914574833735755
Toto,Lasad super market,supermarket,94843.29284048661,345.7554626464844,0.026289188335677643
Toto,Garki Market,market_place,99988.76757174771,345.7554626464844,0.01571491547535972
Toto,High commission of Jamaica,embassy,102658.96227547793,345.7554626464844,0.0120322533250962
Toto,Embassy of Sweden,embassy,103482.16169539145,345.7554626464844,0.01108143160582292
Toto,sports_centre_12213103,sports_centre,100967.24735252357,345.7554626464844,0.014250077047771747
Toto,Dummec Plaza,mall,97352.58632632962,345.7554626464844,0.020455021780480285
Toto,Embassy of Burkina Faso,embassy,95476.7115597334,345.7554626464844,0.02467562447097487
Toto,Embassy of Palestine,embassy,95675.64049580634,345.7554626464844,0.024189605092063728
Toto,Abuja Shopping Complex,mall,98397.24435083901,345.7554626464844,0.01842599821346916
Toto,Garki Hospital,hospital,98485.12223330878,345.7554626464844,0.018264783839304605
Toto,hospital_1328909774,hospital,98485.12223330878,345.7554626464844,0.018264783839304605
Toto,Dara Medical Clinic,hospital,97658.67478668333,345.7554626464844,0.019838402315177132
Toto,Children Development Park,park,97413.83637155019,345.7554626464844,0.020330117589432106
Toto,Embassy of Egypt,embassy,95377.82938215171,345.7554626464844,0.024920832757558357
Toto,Embassy of Cuba,embassy,95377.82938215171,345.7554626464844,0.024920832757558357
Toto,United Nations House Abuja,embassy,95476.7115597334,345.7554626464844,0.02467562447097487
Toto,Embassy of Iraq,embassy,95511.49645166029,345.7554626464844,0.024589939691118078
Toto,Embassy of Sudan in Abuja,embassy,95511.49645166029,345.7554626464844,0.024589939691118078
Toto,Embassy of Ethiopia in Abuja,embassy,95781.76576475754,345.7554626464844,0.02393424963738549
Toto,Embassy of Guinea in Abuja,embassy,94974.83949309506,345.7554626464844,0.02594562753111477
Toto,Embassy of North Korea,embassy,94982.50504260973,345.7554626464844,0.025925746402824076
Toto,High Commission of Zambia in Abuja,embassy,96495.66324129618,345.7554626464844,0.022285154174524292
Toto,Embassy of Romania,embassy,103660.4742288719,345.7554626464844,0.010885587057376248
Toto,Legends Supermarket,supermarket,101462.95632380727,345.7554626464844,0.013560910366521196
Toto,High Commission of Kenya in Abuja,embassy,95511.49645166029,345.7554626464844,0.024589939691118078
Toto,Embassy of Liberia in Abuja,embassy,95204.5656504343,345.7554626464844,0.025356382760538525
Toto,Moshood Abiola National Stadium,stadium,93761.61005011154,345.7554626464844,0.02929233986543623
Toto,Embassy of Benin,embassy,96037.38000390578,345.7554626464844,0.023330209093487705
Toto,Embassy of Turkey,embassy,95879.7848636659,345.7554626464844,0.02370079430235995
Toto,sports_centre_13989834,sports_centre,93965.54109292189,345.7554626464844,0.028701027959300705
Toto,Zalika Garden,park,97654.80064904435,345.7554626464844,0.01984608947424724
Toto,post_office_211555491,post_office,97886.70605235963,345.7554626464844,0.01939114354584356
Toto,Embassy of Niger,embassy,96802.23210385724,345.7554626464844,0.02161232682877483
Toto,Embassy of China,embassy,97054.93262952856,345.7554626464844,0.021073024985125432
Toto,British High Commission,embassy,96563.86684526288,345.7554626464844,0.022133678537961235
Toto,Embassy of Brazil,embassy,96303.9482532456,345.7554626464844,0.02271651569253296
Toto,High Commission of Sierra Leone,embassy,97787.84538002254,345.7554626464844,0.019583796415222017
Toto,Embassy of Angola,embassy,96303.9482532456,345.7554626464844,0.02271651569253296
Toto,Embassy of Argentina,embassy,104097.77151751057,345.7554626464844,0.01041982141041309
Toto,Embassy of the Czech Republic in Abuja,embassy,102782.09921133769,345.7554626464844,0.011885000319322006
Toto,ECOWAS Secretariat,embassy,103223.047778239,345.7554626464844,0.011372319298411373
Toto,National Hospital Abuja,hospital,96293.9650884737,345.7554626464844,0.02273920528826733
Toto,Embassy of the United States,embassy,97059.99835846208,345.7554626464844,0.021062352665269235
Toto,High Commission of Pakistan in Abuja,embassy,95324.3296888708,345.7554626464844,0.025054515729483626
Toto,Trademore Market,market_place,83967.04429764,345.7554626464844,0.07800575601645106
Toto,NAFOWA Mini Market,market_place,75026.85907888498,345.7554626464844,0.19071900006683326
Toto,Nigerian Air Force (NAF) Hospital,hospital,76972.85983085328,345.7554626464844,0.15699297603677614
Toto,Air Force Girls Comprehensive School,school,76656.09785241431,345.7554626464844,0.16204551678421886
Toto,Junior Secondary School Galadimawa,school,90135.1735709239,345.7554626464844,0.04209671426670866
Toto,Premiere Academy (School Number 1),school,84052.95945386084,345.7554626464844,0.07733843908173851
Toto,Nabel International College,school,89942.92810286213,345.7554626464844,0.04291383373022103
Toto,Faith Field Academy,school,89802.8303707146,345.7554626464844,0.04351927797413104
Toto,Customary Court Galadimawa,courthouse,89713.07337481163,345.7554626464844,0.043911652222061975
Toto,courthouse_927088399,courthouse,89713.07337481163,345.7554626464844,0.043911652222061975
Toto,Destiny Christian Academy,school,89578.57713469175,345.7554626464844,0.0445062369416947
Toto,Novare Gateway,mall,89736.68220940791,345.7554626464844,0.04380810420913752
Toto,Amac Primary Health Care Galadimawa,clinic,89416.4322955419,345.7554626464844,0.045233764910545926
Toto,Green Access Pharmacy Ltd.,pharmacy,85151.72027288325,345.7554626464844,0.06929099957684806
Toto,community_centre_1005847354,community_centre,89555.21493850187,345.7554626464844,0.04461033483603021
Toto,Chief Palace Galadimawa,community_centre,89526.09359467005,345.7554626464844,0.04474043546927167
Toto,LEA Primary School Galadimawa,school,89474.9049508021,345.7554626464844,0.04497004285421558
Toto,African univeristy of science and technology,school,89705.86276399156,345.7554626464844,0.04394332662374268
Toto,Africa University of Science and Technology,university,89595.07589552773,345.7554626464844,0.04443286770750913
Toto,Baze university,university,91368.14485271872,345.7554626464844,0.03721353590621615
Toto,Baze university,university,90780.65834472005,345.7554626464844,0.0394652766972362
Toto,"LEA Primary, Junior and Senior Secondary School Kuchigoro",school,90178.80131261928,345.7554626464844,0.041913455857286154
Toto,"FEDERAL MEDICAL CENTER, JABI",hospital,90412.49466804483,345.7554626464844,0.04094532261867473
Toto,Chief Palace Kuchingoro,community_centre,90372.03714967157,345.7554626464844,0.04111131278398528
Toto,ECWA Bethel School,school,90503.00678779835,345.7554626464844,0.04057638998669537
Toto,Women Center Kuchigoro,community_centre,90554.1710366157,345.7554626464844,0.040369314131118814
Toto,MJ Salasi International School,school,90962.68465353729,345.7554626464844,0.03875340347130123
Toto,National Open University of Nigeria,university,90834.65971058042,345.7554626464844,0.03925273321109968
Toto,International Community School,school,95051.80577743934,345.7554626464844,0.0257467001934169
Toto,Nizamiye Hospital,hospital,94028.90263923169,345.7554626464844,0.028519748721206703
Toto,Art & Craft Market,market_place,96498.05580654164,345.7554626464844,0.022279822943778824
